X;week_key;WS_date;WS_ID;WS_week;WS01_01;WS01_02;WS01_03;WS02_01;WS02_02;WS02_03;WS02_04;WS03_01;WS03_02;WS03_03;WS04_01;WS04_02;WS04_03;WS04_04;WS05_01;WS05_02;WS05_03;WS05_04;WS06_01;WS06_02;WS06_03;WS06_04;WS07_01;WS07_02;WS07_03;WS08_01;WS08_02;WS08_03;WS09_01;WS09_02;WS09_03;WS10_01;WS10_02;WS10_03;WS11_01;WS11_02;WS11_03;WS12_01;WS13_01;WS13_02;WS13_03;WS14_01;WS14_02;WS14_03;WS15_01;WS15_02;WS15_03;WS33_01;WS33_02;WS33_03;WS33_04;WS33_05;WS16_01;WS16_02;WS16_03;WS16_04;WS17_01;WS17_02;WS17_03;WS18_01;WS18_02;WS18_03;WS18_04;WS18_05;WS18_06;WS18_07;WS18_08;WS18_09;WS18_10;WS19_01;WS19_02;WS19_03;WS19_04;WS20_01;WS20_02;WS20_03;WS21_01;WS21_02;WS21_03;WS22_01;WS22_02;WS22_03;WS22_04;WS22_05;WS22_06;WS23_01;WS23_02;WS23_03;WS24_01;WS24_02;WS24_03;WS25_01;WS25_02;WS25_03;WS26_01;WS26_02;WS26_03;WS27_01;WS27_02;WS28_01;WS28_02;WS28_03;WS29_01;WS29_02;WS29_03;WS31_01;WS30_01;WS32_01
;t4kcx7y1-2;2023-06-04;t4kcx7y1;2;1;1;1;4;1;1;2;3;5;7;5;5;5;5;6;6;6;6;4;4;4;4;3;5;7;4;5;7;4;4;4;1;1;1;6;1;1;1;4;4;4;7;5;5;4;4;4;1;1;1;2;3;6;6;6;6;6;5;5;1;5;1;3;1;1;1;1;3;2;3;1;1;2;1;3;3;3;2;4;3;2;3;3;4;3;3;3;4;1;2;1;3;1;1;2;4;3;2;2;2;2;3;3;4;4;9;9;9
;dyfs8gmt-2;2023-06-04;dyfs8gmt;2;2;2;2;3;3;3;5;6;6;6;6;7;6;7;5;5;5;5;1;1;1;3;6;6;7;6;6;6;6;6;6;1;1;1;3;3;3;6;5;6;6;6;5;6;5;5;5;4;5;5;4;5;6;6;5;6;3;3;3;2;2;1;3;2;3;5;5;2;3;1;2;1;2;5;5;6;2;2;2;4;4;5;5;5;5;2;2;2;6;5;6;2;2;2;4;5;5;5;5;5;5;5;5;6;5;9;9;9
;i44r7zda-2;2023-06-04;i44r7zda;2;4;4;2;3;3;1;1;5;5;4;5;6;6;6;6;6;6;6;2;2;2;2;6;6;6;6;6;6;4;4;6;1;1;1;1;1;1;5;6;6;6;5;5;5;2;2;2;2;2;2;2;2;5;4;5;5;1;5;7;1;1;1;1;1;1;1;4;5;1;1;1;1;1;5;2;5;1;1;1;4;4;4;4;3;3;1;1;1;1;1;1;1;1;1;3;5;3;7;7;7;7;7;7;5;5;9;9;9
;b2397n83-2;2023-06-04;b2397n83;2;1;1;1;4;1;1;1;5;6;5;5;4;6;3;7;7;5;2;2;1;1;3;5;7;6;7;7;7;6;5;4;1;1;1;2;1;1;2;3;4;4;4;4;3;1;3;1;1;1;1;1;1;2;1;3;3;2;2;3;5;1;1;1;1;1;1;1;5;1;3;2;3;1;1;2;1;2;1;2;3;2;1;1;1;1;1;1;1;6;1;2;1;1;1;1;1;1;1;1;1;1;1;6;1;5;9;9;9
;cmil14pe-2;2023-06-04;cmil14pe;2;1;1;1;1;1;1;1;6;6;6;6;6;6;6;7;7;6;7;1;1;1;1;7;7;6;6;7;7;6;6;5;1;1;1;1;1;1;2;4;4;4;4;4;7;1;3;1;1;1;1;1;1;1;1;4;4;1;6;7;1;1;1;1;1;1;1;1;2;1;1;1;1;3;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;6;6;4;4;4;1;1;1;9;9;9
;zyjosap9-2;2023-06-04;zyjosap9;2;2;4;2;6;3;5;5;4;5;5;5;5;5;5;3;3;2;4;5;5;5;6;5;5;4;6;6;7;3;3;3;2;1;1;1;1;1;4;3;3;3;5;6;5;3;3;2;2;2;3;3;3;3;3;3;3;6;6;5;4;1;1;5;5;3;5;5;6;1;4;1;3;1;3;5;3;5;5;5;5;5;3;3;5;5;1;1;1;6;5;5;5;5;5;3;5;4;2;3;2;2;3;4;2;6;9;9;9
;94vj0ftw-2;2023-06-04;94vj0ftw;2;1;2;1;4;1;1;1;6;6;6;5;6;7;6;6;6;2;3;2;2;3;4;6;5;5;6;6;7;6;6;5;3;1;1;3;3;1;4;4;4;4;6;6;6;1;1;1;1;6;6;1;1;5;2;5;5;5;6;6;1;1;1;1;2;3;3;3;6;1;7;1;1;4;4;3;4;1;1;1;4;4;2;2;1;1;1;1;1;2;2;2;3;3;3;1;1;1;4;4;1;1;1;6;4;5;9;9;9
;mbgamfzg-2;2023-06-04;mbgamfzg;2;4;4;5;4;4;4;5;5;6;5;7;6;6;7;5;6;4;2;2;2;4;6;6;7;5;6;6;7;5;6;4;2;1;1;2;4;1;5;5;4;4;5;5;4;6;4;5;4;3;3;2;2;5;5;6;4;2;2;3;1;1;2;1;1;2;2;1;2;2;2;2;2;3;5;4;4;2;2;2;2;3;2;2;2;2;1;1;1;1;2;1;1;1;1;5;5;5;6;5;4;3;3;2;2;2;9;9;9
;z4tjfyag-2;2023-06-04;z4tjfyag;2;1;1;1;5;1;4;5;5;5;5;5;5;5;4;7;7;3;7;5;5;5;3;7;7;7;7;7;7;5;5;5;1;1;1;5;5;1;5;4;4;4;6;6;6;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;1;5;1;2;2;2;5;5;5;4;1;1;6;6;1;1;1;5;5;5;5;5;1;1;1;1;3;1;1;1;1;1;3;3;3;1;1;1;1;1;1;1;1;1;1;1;9;9;9
;vid09aia-2;2023-06-04;vid09aia;2;2;3;2;3;2;3;3;6;5;6;6;6;5;5;5;4;3;6;2;2;2;3;5;6;6;5;5;4;6;6;5;4;1;4;5;2;2;4;4;4;4;4;4;4;1;4;4;4;4;4;4;4;6;4;6;5;3;5;5;1;2;1;1;1;1;2;2;2;1;4;2;1;2;4;4;4;4;2;2;1;2;3;3;3;4;4;3;2;2;2;2;2;1;1;4;4;4;4;4;4;4;4;4;6;4;9;9;9
;e8xu16am-2;2023-06-04;e8xu16am;2;3;3;3;3;3;4;4;4;4;3;5;5;5;3;6;6;2;3;3;4;3;5;7;7;6;6;6;6;4;4;4;5;1;1;2;2;1;4;5;4;6;3;4;4;1;1;1;1;1;1;1;1;5;2;5;2;1;1;2;3;2;3;2;4;2;2;2;4;1;1;7;2;2;4;2;2;2;4;4;3;3;3;3;2;2;1;1;1;2;3;3;1;1;1;1;1;1;1;1;1;1;1;6;2;2;9;9;9
;joqn391r-2;2023-06-04;joqn391r;2;4;5;4;4;3;2;3;3;4;5;5;5;6;5;5;6;5;6;5;4;3;4;6;6;7;7;7;7;6;6;7;4;3;4;3;3;4;2;3;2;4;3;4;3;3;5;4;1;3;4;3;5;3;2;3;3;2;2;2;1;2;1;2;3;2;4;5;4;2;3;1;2;2;2;3;4;4;3;4;3;3;3;4;3;2;2;3;2;2;3;2;2;3;2;2;4;3;2;2;1;3;4;1;2;3;9;9;9
;2ze615ki-2;2023-06-04;2ze615ki;2;1;1;1;3;2;2;3;4;3;2;3;5;4;2;3;4;3;2;7;7;4;6;3;4;4;1;1;1;1;4;1;5;2;2;1;1;1;3;4;3;4;5;6;5;2;2;1;1;1;2;1;1;4;4;4;4;3;4;5;1;1;1;1;3;3;1;1;4;1;1;1;1;4;3;3;2;1;2;1;5;4;2;2;1;1;1;1;1;1;1;1;1;1;1;1;2;4;1;1;1;2;1;2;2;1;150;150;120
;u4x5lzw2-2;2023-06-04;u4x5lzw2;2;1;1;1;1;3;3;3;3;2;5;2;7;7;7;1;1;1;4;7;7;3;7;6;6;6;4;4;4;5;4;4;2;4;4;1;1;1;1;4;4;4;3;2;2;4;4;4;3;4;4;4;4;4;2;2;2;1;1;3;2;2;1;1;1;7;1;1;1;1;2;1;2;2;1;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;2;1;1;1;1;1;1;1;4;4;1;9;9;9
;sw3sous1-2;2023-06-04;sw3sous1;2;2;3;3;3;2;3;4;6;6;7;6;6;6;7;5;6;6;3;2;2;2;5;6;6;6;5;6;7;6;6;6;2;2;3;6;2;1;4;4;4;4;5;6;6;2;3;1;1;1;1;1;3;6;4;6;6;6;6;6;4;4;2;4;4;2;3;2;5;1;5;1;1;6;7;6;6;6;6;6;6;4;6;6;6;6;1;1;1;2;2;2;1;1;1;4;4;4;5;5;5;5;4;2;4;4;9;9;9
;gy0dk4ej-2;2023-06-04;gy0dk4ej;2;2;5;4;5;4;3;4;4;5;3;5;4;4;4;5;6;6;6;2;2;2;2;5;5;5;6;6;6;4;4;4;2;1;1;2;1;1;4;5;5;5;6;6;6;2;1;1;1;1;1;1;1;4;3;4;4;6;6;5;2;3;5;4;4;3;3;6;5;2;4;2;2;6;4;4;4;3;3;3;5;5;3;4;4;4;2;2;2;2;2;2;2;2;2;2;1;1;4;4;3;2;2;4;4;4;9;9;9
;we5lbwub-2;2023-06-04;we5lbwub;2;3;5;1;5;5;5;6;6;6;7;7;7;7;7;7;7;7;7;1;2;1;1;7;7;7;;;;4;3;5;1;1;1;2;1;1;5;4;5;5;6;7;7;5;5;2;5;5;3;1;1;4;4;4;4;5;7;7;1;2;1;6;1;1;1;1;7;1;7;6;4;4;1;1;1;1;1;1;7;7;1;4;6;6;1;1;1;1;1;1;1;1;1;1;1;1;6;6;4;6;5;4;1;1;9;9;9
;dgw6atpz-2;2023-06-04;dgw6atpz;2;1;2;1;2;1;1;1;6;6;6;6;6;6;5;6;6;7;7;3;1;1;2;6;5;5;7;7;7;6;6;6;1;2;2;1;1;1;2;4;5;5;6;6;6;4;4;1;4;4;5;5;3;1;1;2;4;2;3;3;2;1;2;1;1;1;1;1;2;1;1;1;2;2;4;2;2;3;1;1;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;3;3;2;2;2;4;1;1;9;9;9
;p0b68lt2-2;2023-06-04;p0b68lt2;2;1;4;1;6;2;1;1;5;3;6;5;5;5;5;5;5;3;5;1;1;1;6;7;7;7;7;7;7;6;5;5;5;1;1;1;1;1;6;6;6;5;6;6;7;2;2;2;2;2;2;5;2;6;4;5;6;5;7;7;1;7;6;2;1;1;1;6;7;1;1;1;1;1;3;1;1;2;2;2;6;6;4;4;4;4;1;1;1;6;1;1;1;1;1;5;2;1;4;4;2;2;2;6;6;5;9;9;9
;vprnb3ff-2;2023-06-04;vprnb3ff;2;1;5;1;6;1;1;1;3;4;5;6;6;6;6;6;6;6;6;4;3;3;2;7;7;6;4;4;5;5;4;6;2;4;5;1;1;3;6;4;4;5;6;6;7;2;3;2;2;2;2;2;2;4;4;5;4;7;6;7;1;1;6;3;2;2;4;3;6;1;2;1;3;1;3;3;3;4;4;2;6;6;6;6;6;6;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;7;4;5;9;9;9
;89ol0evo-2;2023-06-04;89ol0evo;2;2;3;2;4;3;3;3;5;3;6;5;5;5;5;6;6;6;6;3;3;3;3;5;5;5;6;6;7;5;5;5;4;4;4;4;4;4;5;5;5;5;4;4;4;4;4;4;3;3;4;4;3;4;3;4;5;4;5;5;3;5;5;5;4;4;5;5;4;4;5;1;3;3;2;2;2;3;4;3;3;3;3;3;3;3;3;1;2;2;1;2;2;1;1;1;3;2;3;2;1;3;4;1;2;2;9;9;9
;ki38tijo-2;2023-06-04;ki38tijo;2;2;2;2;5;4;6;3;4;4;5;5;4;3;4;3;5;5;4;3;2;2;4;4;4;5;5;5;6;4;4;4;2;2;4;3;2;2;4;5;5;5;5;5;2;4;4;5;4;3;3;4;4;3;3;4;5;3;5;4;3;4;2;2;3;2;3;4;6;3;5;3;4;5;4;5;4;5;4;5;5;5;3;3;5;5;2;2;2;5;4;4;3;3;3;4;4;4;5;5;5;4;4;6;3;4;330;515;590
;czen5l0x-2;2023-06-04;czen5l0x;2;2;2;1;6;4;6;7;6;5;6;7;6;6;6;5;6;6;5;1;2;3;2;7;7;7;7;7;7;4;6;4;3;1;2;4;3;3;4;2;2;6;4;5;6;4;4;2;1;2;2;1;2;3;2;3;2;6;6;7;2;7;2;7;4;4;6;7;7;4;6;3;5;5;1;6;1;7;7;6;6;6;1;2;5;5;4;4;4;6;6;6;6;5;5;1;2;2;2;2;1;2;2;6;4;4;9;9;9
;lzfx0oul-2;2023-06-04;lzfx0oul;2;1;1;1;2;1;2;1;6;5;7;6;5;5;5;7;7;7;7;1;1;1;1;7;6;6;6;6;7;5;5;6;1;1;1;1;1;1;4;5;5;4;6;6;5;2;1;1;2;1;1;1;1;3;3;4;4;1;2;3;1;1;1;2;1;1;1;2;2;1;1;1;1;2;2;2;2;2;1;1;1;1;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;9;9;9
;gyq31f6r-2;2023-06-04;gyq31f6r;2;6;5;5;4;3;3;3;6;6;6;6;6;6;6;6;7;7;6;1;1;1;1;7;7;7;6;6;7;3;3;3;3;1;1;6;2;2;4;5;5;5;5;5;6;1;1;2;1;1;5;1;3;6;6;5;5;6;6;6;5;5;2;5;5;2;3;1;1;1;5;1;3;5;5;5;5;2;2;5;6;6;3;5;6;6;3;2;2;4;4;5;3;4;4;1;1;1;5;5;5;6;2;5;4;4;240;60;48
;od2gt8fw-2;2023-06-04;od2gt8fw;2;1;2;1;3;1;1;1;6;7;7;6;4;3;3;7;7;5;7;1;2;1;2;6;6;7;7;7;7;7;5;6;4;1;5;1;1;2;2;4;4;4;3;2;7;1;4;1;1;1;1;1;1;4;5;7;2;5;4;7;1;1;1;1;1;3;2;2;4;1;1;1;2;5;2;2;2;2;2;2;1;2;4;3;2;1;3;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;4;1;3;9;9;9
;ti6i0zmo-2;2023-06-04;ti6i0zmo;2;5;5;3;5;4;4;4;3;2;3;3;5;4;3;2;2;2;2;2;3;4;6;6;6;6;5;5;5;4;4;4;4;2;4;2;2;3;4;3;3;4;4;5;5;3;4;3;2;1;2;3;3;5;4;4;5;4;6;5;6;5;2;4;5;5;4;3;5;2;4;3;3;4;4;5;5;4;4;4;5;5;3;3;5;4;4;3;4;5;4;4;4;4;4;5;4;5;4;5;4;4;4;4;4;5;9;9;9
;tso8ntq4-2;2023-06-04;tso8ntq4;2;1;1;1;5;1;1;4;5;5;7;6;5;5;6;6;6;6;6;1;1;1;2;7;7;7;7;7;7;5;5;5;3;1;4;1;1;1;5;5;5;5;2;5;5;5;5;5;5;4;4;5;4;5;5;5;5;5;5;6;1;1;3;3;5;5;3;3;5;4;5;1;5;4;2;2;2;6;6;6;5;5;3;3;5;5;1;1;1;4;4;4;5;5;5;5;5;5;5;5;5;5;5;4;4;4;9;9;9
;ymyk694u-2;2023-06-04;ymyk694u;2;4;4;4;3;4;4;3;5;5;5;5;5;5;5;7;7;7;7;1;1;1;1;6;6;6;6;6;6;4;5;4;1;1;1;4;1;1;4;4;4;4;3;2;3;2;2;2;2;2;2;2;2;4;3;3;3;2;2;2;2;3;2;2;2;3;2;3;2;2;4;1;1;2;1;1;1;1;1;2;3;3;3;4;3;3;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;3;2;3;9;9;9
;bkij1ijo-2;2023-06-04;bkij1ijo;2;5;4;4;3;2;3;2;4;5;5;5;4;5;5;6;7;6;6;1;1;1;2;5;4;5;4;4;5;5;5;4;1;1;1;2;2;1;1;5;4;4;1;2;2;2;1;2;2;1;2;2;1;1;2;2;2;2;1;2;4;3;2;2;1;1;2;3;2;3;3;3;2;3;5;4;5;4;4;5;3;4;3;3;4;4;1;1;1;1;2;1;2;3;2;4;3;3;3;4;3;3;2;2;3;2;9;9;9
;qig2a1s2-2;2023-06-04;qig2a1s2;2;2;5;1;5;4;5;6;6;6;6;6;7;7;5;5;5;6;4;2;3;3;2;7;7;7;;;;5;4;5;3;1;2;2;3;2;6;5;5;6;6;7;7;1;2;1;1;5;6;3;1;5;5;4;5;6;7;6;5;3;5;2;1;2;2;2;5;1;5;1;4;5;4;3;2;4;4;5;6;6;5;4;5;5;1;2;2;1;2;3;5;6;5;2;3;2;3;4;1;1;1;6;2;3;9;9;9
;5p7u6ncy-2;2023-06-05;5p7u6ncy;2;3;1;1;4;3;3;5;5;6;6;5;6;3;4;7;7;6;5;2;1;1;4;7;7;7;7;7;7;7;5;6;3;1;2;4;3;1;5;6;4;6;6;5;6;3;5;3;5;3;2;2;2;4;4;4;4;2;5;6;4;3;1;1;2;1;1;3;4;2;3;1;2;5;5;4;3;6;3;2;5;4;3;4;3;4;1;2;1;3;4;2;1;1;1;2;1;1;3;6;4;3;2;5;3;2;9;9;9
;425r1bwh-2;2023-06-05;425r1bwh;2;5;6;5;5;6;5;6;5;5;5;5;5;6;6;7;7;7;7;1;1;1;1;5;4;5;3;2;2;5;5;5;5;5;4;4;5;4;4;6;6;6;5;6;6;5;5;6;5;4;5;5;4;4;5;5;4;5;4;5;5;6;5;4;5;4;5;6;6;5;5;1;4;4;5;5;5;5;5;4;5;5;4;5;5;6;5;5;6;5;4;5;4;5;5;4;4;5;5;4;5;4;5;5;4;5;9;9;9
;e4e1pafo-2;2023-06-05;e4e1pafo;2;1;2;1;1;2;1;2;5;6;5;5;6;5;5;7;7;7;7;1;1;1;1;5;6;6;6;6;6;6;5;6;1;1;1;4;5;4;1;6;5;6;2;1;2;1;1;1;2;1;1;1;2;1;1;1;1;1;2;1;1;2;1;2;1;1;1;1;1;2;1;1;1;1;1;2;1;1;1;2;1;1;1;2;1;2;1;1;1;1;2;1;2;2;3;1;1;2;2;2;1;1;1;2;3;1;9;9;9
;rf863cqc-2;2023-06-05;rf863cqc;2;2;2;2;5;6;6;3;4;5;5;5;5;5;5;5;3;3;3;2;2;1;5;5;5;5;7;7;7;3;2;2;1;1;1;3;3;1;3;2;3;2;5;5;5;5;5;5;5;5;6;6;3;4;2;2;3;5;5;3;5;4;1;2;3;4;3;6;6;1;5;1;1;1;2;2;2;6;6;6;6;6;2;2;2;2;1;1;1;5;3;5;2;2;2;2;5;4;5;5;5;5;5;2;2;5;9;9;9
;ghmh3olt-2;2023-06-05;ghmh3olt;2;3;3;3;3;4;4;5;5;5;5;4;4;5;5;6;7;7;5;1;1;2;3;4;4;4;4;4;4;4;5;5;3;4;4;4;2;2;4;4;4;4;5;4;5;6;5;6;5;5;5;4;4;5;5;5;5;2;4;4;4;4;3;3;2;3;3;4;4;3;3;4;5;4;5;5;5;2;1;2;3;3;4;5;3;3;2;2;2;2;1;2;2;3;1;5;6;7;6;6;6;6;5;6;5;3;300;300;200
;s46gbta2-2;2023-06-05;s46gbta2;2;1;1;2;3;3;3;1;6;6;7;7;6;6;6;6;6;5;5;1;1;1;1;6;6;7;6;6;6;6;7;6;6;3;3;5;4;5;4;5;5;5;5;5;5;6;6;3;5;6;6;5;5;6;6;6;6;1;3;4;1;1;2;2;1;1;2;3;2;2;2;2;2;4;5;6;6;1;5;4;2;3;5;5;4;3;1;1;1;1;2;2;1;1;3;5;6;6;6;6;7;7;5;7;4;4;9;9;9
;6rjngium-2;2023-06-05;6rjngium;2;4;3;5;4;3;5;4;5;5;5;6;5;5;6;7;6;7;6;4;2;2;1;5;5;3;6;3;4;4;6;7;1;2;3;3;3;5;6;6;5;6;5;3;4;4;5;4;3;4;3;2;2;5;3;3;5;5;6;4;4;3;2;3;3;4;4;3;4;5;5;3;5;4;4;3;4;3;5;4;5;5;6;5;6;6;4;2;1;2;1;1;5;5;3;6;3;5;5;3;3;4;3;5;3;5;9;9;9
;tttjh8g5-2;2023-06-05;tttjh8g5;2;1;2;2;3;2;2;2;5;4;5;5;5;4;2;4;3;3;6;3;4;2;2;5;5;7;6;6;6;6;5;5;4;1;2;2;2;2;2;5;4;4;6;6;6;1;1;1;1;1;1;1;1;4;2;5;5;3;6;6;3;3;1;1;1;3;3;2;5;1;5;1;4;5;2;2;2;3;2;3;3;3;3;1;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;7;4;2;9;9;9
;efwegi6z-0;2023-06-07;efwegi6z;0;5;5;5;6;5;5;6;6;6;6;5;6;6;6;7;7;7;7;1;1;1;1;5;5;6;;;;4;4;4;1;1;1;2;2;2;5;6;6;6;1;6;7;1;6;4;1;2;2;2;3;5;5;6;6;5;5;7;3;6;1;1;2;2;4;5;7;2;2;1;2;2;6;5;5;1;2;2;6;5;4;5;5;5;1;1;1;1;1;1;1;1;1;4;4;4;4;4;1;2;2;3;3;3;10;9;8
;qq52peh8-0;2023-06-07;qq52peh8;0;2;2;1;1;1;1;1;4;4;5;3;3;2;2;3;3;2;3;2;5;2;3;4;4;6;6;7;6;2;3;2;5;1;1;6;1;1;3;6;6;6;1;6;6;1;1;1;1;1;1;1;1;6;7;7;7;3;2;2;1;1;1;1;1;1;1;5;1;1;5;1;2;1;3;1;1;1;2;4;3;3;4;2;3;6;1;1;1;1;1;1;2;1;1;1;1;2;1;1;1;1;1;4;1;1;9;9;9
;1yqt7phg-3;2023-06-10;1yqt7phg;3;7;6;7;2;2;3;2;5;4;7;5;3;2;6;5;4;3;5;2;3;5;7;7;6;4;7;7;7;7;3;4;3;3;5;3;2;6;4;5;7;2;2;5;4;7;6;6;5;6;6;4;6;5;3;5;5;3;5;4;2;1;1;3;1;2;3;1;2;1;2;3;2;2;5;7;7;1;1;2;3;2;3;3;2;3;1;1;1;4;3;4;6;5;6;6;7;6;7;7;7;7;7;3;6;5;9;9;9
;yzbrjqqu-3;2023-06-10;yzbrjqqu;3;2;3;3;5;2;4;5;6;5;5;3;6;7;7;7;5;7;7;1;2;1;1;1;3;2;5;5;5;3;2;3;2;2;1;2;1;2;2;5;5;5;2;3;3;3;2;3;4;3;3;4;4;3;3;3;3;1;1;2;2;1;2;3;3;3;3;2;1;1;3;2;3;3;3;2;2;3;3;2;1;2;2;2;1;2;3;3;3;3;3;3;1;3;3;3;2;1;3;3;2;3;3;4;3;3;367;9;9
;judkv65u-3;2023-06-10;judkv65u;3;2;2;3;3;3;4;3;5;5;5;5;5;5;5;6;6;6;6;1;1;1;2;6;6;6;6;6;6;6;6;6;2;2;1;2;2;2;5;5;4;4;5;5;5;6;6;6;6;6;6;6;6;3;3;3;3;2;3;2;1;1;1;1;1;2;1;2;1;1;1;1;3;3;4;4;4;2;2;2;2;3;3;3;3;3;1;1;1;1;1;2;2;2;2;5;5;5;6;6;6;6;6;6;6;6;9;9;9
;lbazafhl-3;2023-06-11;lbazafhl;3;3;2;2;2;3;1;1;6;5;7;6;5;4;3;5;6;7;7;2;2;1;1;6;6;7;7;6;6;5;4;4;1;1;1;4;1;1;4;4;4;3;4;3;2;1;4;1;1;5;6;4;3;2;1;2;4;4;3;3;1;1;1;1;1;4;1;2;2;1;1;1;1;3;3;4;2;3;3;1;3;2;1;1;3;3;1;1;1;6;2;1;2;1;1;4;3;3;1;1;4;2;2;6;2;3;9;9;9
;ismmvezu-3;2023-06-11;ismmvezu;3;3;5;3;5;3;5;3;4;3;4;5;5;5;5;4;5;4;4;2;2;2;2;4;4;4;6;5;6;4;4;4;3;1;2;3;3;3;5;4;4;4;3;5;6;3;3;3;2;2;2;2;2;3;3;3;3;5;5;4;5;2;4;3;3;4;3;5;6;3;2;3;2;5;2;2;2;2;3;2;5;5;4;5;4;4;2;2;2;3;2;2;2;2;2;1;1;1;1;1;1;1;1;5;4;5;9;9;9
;um2ssh0q-3;2023-06-11;um2ssh0q;3;1;1;1;4;4;4;6;5;5;4;5;5;5;2;3;7;7;7;1;5;1;7;5;3;3;6;6;5;6;4;4;1;5;2;3;4;1;5;2;2;3;6;6;6;1;1;1;1;1;1;1;1;1;1;2;2;6;6;6;3;3;1;1;1;5;4;5;7;2;5;2;4;4;1;1;1;5;5;5;4;4;4;4;4;4;1;1;1;4;4;5;5;5;7;1;1;1;1;1;1;1;1;1;1;1;9;9;9
;3o2b1j47-3;2023-06-11;3o2b1j47;3;1;3;1;3;2;2;2;5;5;4;5;5;5;5;6;6;6;6;2;2;2;2;6;6;6;7;7;7;5;5;5;2;2;2;2;2;2;3;5;5;5;3;5;5;2;3;2;3;3;3;3;3;4;4;4;3;3;5;5;2;2;1;2;2;2;2;2;5;2;2;1;2;3;4;3;4;3;3;3;3;4;3;4;4;3;2;2;2;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;9;9;9
;9324scyl-3;2023-06-11;9324scyl;3;6;5;5;5;4;4;3;6;6;5;5;5;6;4;7;7;7;7;2;1;1;2;7;7;7;6;6;6;6;6;5;2;1;1;7;7;7;4;4;5;5;6;6;6;4;5;4;1;1;1;1;1;1;1;3;1;4;3;3;2;2;3;1;1;2;2;2;2;2;3;1;1;1;5;5;4;3;4;3;3;3;4;4;4;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;2;1;1;1;1;9;9;9
;r3f01tls-3;2023-06-11;r3f01tls;3;1;5;1;3;1;1;5;6;5;6;6;7;7;6;2;3;3;2;2;5;5;6;5;5;6;5;5;5;7;7;7;6;1;2;1;1;1;1;5;5;5;5;6;6;1;1;1;1;1;1;1;1;5;4;5;2;2;5;5;1;1;1;1;1;1;1;1;3;1;5;1;3;1;1;1;1;1;1;1;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9;9;9
;vzjxr8sk-3;2023-06-11;vzjxr8sk;3;1;1;1;5;3;2;1;4;4;4;5;5;5;4;5;6;4;5;2;2;2;3;3;3;3;5;5;6;2;2;3;3;1;3;2;2;1;4;4;5;5;5;5;5;1;1;1;1;2;2;1;1;5;2;7;5;4;4;6;1;5;4;1;2;2;2;3;6;1;3;1;1;4;4;2;2;4;3;3;4;4;5;3;4;4;1;1;1;1;3;1;3;3;3;4;3;3;4;4;3;3;3;2;2;3;160;160;110
;dyfs8gmt-3;2023-06-11;dyfs8gmt;3;1;1;1;1;1;1;2;6;6;6;6;5;7;4;7;7;7;5;1;1;1;2;6;6;7;6;6;6;6;6;6;1;1;1;1;1;1;5;5;5;5;5;4;5;5;5;5;3;5;5;5;5;5;4;5;5;3;4;3;1;1;2;1;3;2;2;2;3;3;1;1;1;1;5;5;5;2;1;1;2;2;6;2;2;2;1;1;1;5;1;1;2;1;2;5;5;5;5;5;6;6;6;5;6;5;9;9;9
;mbgamfzg-3;2023-06-11;mbgamfzg;3;4;3;2;3;3;3;5;5;5;6;5;5;5;6;4;5;6;6;1;1;1;4;7;7;7;7;7;7;5;5;4;1;1;2;3;3;2;5;5;5;5;5;5;5;6;5;5;2;3;3;3;2;5;6;6;6;2;2;2;1;1;2;2;3;2;2;5;5;5;3;3;4;4;5;4;4;3;3;4;6;6;3;4;5;5;1;3;3;2;2;2;2;2;2;5;5;5;5;6;6;6;5;5;5;6;9;9;9
;1hpx6k84-3;2023-06-11;1hpx6k84;3;1;1;1;2;1;2;1;4;6;5;5;5;5;7;2;4;7;7;1;1;1;5;6;6;6;7;7;7;2;5;2;1;1;1;6;1;1;7;5;5;7;7;7;7;2;3;1;4;4;1;1;1;5;4;5;7;4;5;6;1;1;1;1;1;1;1;3;1;1;1;6;3;4;3;1;2;4;5;4;5;6;2;4;5;6;1;1;1;1;1;2;1;1;1;4;1;1;4;1;1;1;1;1;1;4;9;9;9
